otel-collector-1  | 2026-06-28T03:37:40.163183505Z {"level":"info","ts":"2026-06-28T03:37:40.162Z","caller":"otelconftelemetry/tracer.go:47","msg":"Internal trace telemetry disabled","resource":{"service.instance.id":"ded92906-d306-4f6a-9f1b-5612c7150edc","service.name":"otelcol-contrib","service.version":"0.153.0"}}
migrate-1            | 2026-06-27T16:10:26.808022254Z drop cascades to table trade_state_change
migrate-1            | 2026-06-27T16:10:26.808024033Z drop cascades to function check_trade_remaining_quantity_invariant(uuid)
migrate-1            | 2026-06-27T16:10:26.808026095Z drop cascades to function enforce_trade_remaining_quantity_invariant()
migrate-1            | 2026-06-27T16:10:26.808030349Z drop cascades to function check_trade_wallet_escrow_closed_state_invariant(uuid)
rabbitmq-1           | 2026-06-27T16:04:13.217222318Z 2026-06-27 16:04:13.215376+00:00 [info] <0.254.0> Running boot step definition_import_worker_pool defined by app rabbit[0m
rabbitmq-1           | 2026-06-27T16:04:13.217237529Z 2026-06-27 16:04:13.215453+00:00 [info] <0.317.0> Starting worker pool 'definition_import_pool' with 16 processes in it[0m
rabbitmq-1           | 2026-06-27T16:04:13.217520829Z 2026-06-27 16:04:13.216390+00:00 [info] <0.254.0> Running boot step cluster_name defined by app rabbit[0m
rabbitmq-1           | 2026-06-27T16:04:13.217531012Z 2026-06-27 16:04:13.216549+00:00 [info] <0.254.0> Initialising internal cluster ID to 'rabbitmq-cluster-id-c1jgpJstrdR9joTrNDCr-w'[0m
simulator-1          | 2026-06-27T16:16:44.678493728Z [27/Jun/2026 16:16:44] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:16:44.714972142Z [27/Jun/2026 16:16:44] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
simulator-1          | 2026-06-27T16:16:44.747306884Z [27/Jun/2026 16:16:44] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1107
migrate-1            | 2026-06-27T16:10:26.808032391Z drop cascades to function enforce_trade_wallet_escrow_closed_state_invariant()
simulator-1          | 2026-06-27T16:16:44.971979664Z [27/Jun/2026 16:16:44] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
migrate-1            | 2026-06-27T16:10:26.858303817Z DROP SCHEMA
simulator-1          | 2026-06-27T16:16:45.017494707Z [27/Jun/2026 16:16:45] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
simulator-1          | 2026-06-27T16:16:45.021528157Z [27/Jun/2026 16:16:45] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
rabbitmq-1           | 2026-06-27T16:04:13.219690461Z 2026-06-27 16:04:13.219329+00:00 [info] <0.254.0> Running boot step virtual_host_reconciliation defined by app rabbit[0m
simulator-1          | 2026-06-27T16:16:45.052131905Z [27/Jun/2026 16:16:45] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1107
simulator-1          | 2026-06-27T16:16:45.255831397Z [27/Jun/2026 16:16:45] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:16:45.290432365Z [27/Jun/2026 16:16:45] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
simulator-1          | 2026-06-27T16:16:45.319447357Z [27/Jun/2026 16:16:45] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1236
simulator-1          | 2026-06-27T16:16:45.472718207Z [27/Jun/2026 16:16:45] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:16:45.510703581Z [27/Jun/2026 16:16:45] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
rabbitmq-1           | 2026-06-27T16:04:13.219941753Z 2026-06-27 16:04:13.219660+00:00 [info] <0.254.0> Running boot step direct_client defined by app rabbit[0m
simulator-1          | 2026-06-27T16:16:45.535732366Z [27/Jun/2026 16:16:45] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1215
rabbitmq-1           | 2026-06-27T16:04:13.220459876Z 2026-06-27 16:04:13.219912+00:00 [info] <0.254.0> Running boot step rabbit_federation_exchange defined by app rabbitmq_federation[0m
rabbitmq-1           | 2026-06-27T16:04:13.220716638Z 2026-06-27 16:04:13.220151+00:00 [info] <0.254.0> Running boot step rabbit_management_load_definitions defined by app rabbitmq_management[0m
rabbitmq-1           | 2026-06-27T16:04:13.220961034Z 2026-06-27 16:04:13.220524+00:00 [info] <0.708.0> Resetting node maintenance status[0m
migrate-1            | 2026-06-27T16:10:26.858422490Z CREATE SCHEMA
migrate-1            | 2026-06-27T16:10:26.975776909Z CREATE EXTENSION
simulator-1          | 2026-06-27T16:16:45.687324459Z [27/Jun/2026 16:16:45] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:16:45.721344265Z [27/Jun/2026 16:16:45] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
simulator-1          | 2026-06-27T16:16:45.745603997Z [27/Jun/2026 16:16:45] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1233
simulator-1          | 2026-06-27T16:16:45.880278700Z [27/Jun/2026 16:16:45] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:16:45.908498897Z [27/Jun/2026 16:16:45] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
simulator-1          | 2026-06-27T16:16:45.924153694Z [27/Jun/2026 16:16:45] "POST /api/gui/buttons/3/press/ HTTP/1.1" 202 817
simulator-1          | 2026-06-27T16:16:46.110449838Z [27/Jun/2026 16:16:46] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:16:46.143493736Z [27/Jun/2026 16:16:46] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
migrate-1            | 2026-06-27T16:10:26.983849726Z CREATE FUNCTION
simulator-1          | 2026-06-27T16:16:46.159871423Z [27/Jun/2026 16:16:46] "POST /api/gui/buttons/3/press/ HTTP/1.1" 202 817
migrate-1            | 2026-06-27T16:10:26.988568063Z CREATE FUNCTION
simulator-1          | 2026-06-27T16:16:46.360490849Z [27/Jun/2026 16:16:46] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
migrate-1            | 2026-06-27T16:10:27.016634708Z CREATE TABLE
migrate-1            | 2026-06-27T16:10:27.038093947Z CREATE TABLE
simulator-1          | 2026-06-27T16:16:46.399744708Z [27/Jun/2026 16:16:46] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1214
rabbitmq-1           | 2026-06-27T16:04:13.626164733Z [38;5;214m2026-06-27 16:04:13.625528+00:00 [warning] <0.737.0> Deprecated features: `management_metrics_collection`: Feature `management_metrics_collection` is deprecated.[0m
rabbitmq-1           | 2026-06-27T16:04:13.626206765Z [38;5;214m2026-06-27 16:04:13.625528+00:00 [warning] <0.737.0> By default, this feature can still be used for now.[0m
rabbitmq-1           | 2026-06-27T16:04:13.626210326Z [38;5;214m2026-06-27 16:04:13.625528+00:00 [warning] <0.737.0> Its use will not be permitted by default in a future minor RabbitMQ version and the feature will be removed from a future major RabbitMQ version; actual versions to be determined.[0m
simulator-1          | 2026-06-27T16:16:46.456597370Z [27/Jun/2026 16:16:46] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1277
rabbitmq-1           | 2026-06-27T16:04:13.626227729Z [38;5;214m2026-06-27 16:04:13.625528+00:00 [warning] <0.737.0> To continue using this feature when it is not permitted by default, set the following parameter in your configuration:[0m
simulator-1          | 2026-06-27T16:16:46.469751194Z [27/Jun/2026 16:16:46] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1191
simulator-1          | 2026-06-27T16:16:46.637008670Z [27/Jun/2026 16:16:46] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:16:46.675555334Z [27/Jun/2026 16:16:46] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1214
simulator-1          | 2026-06-27T16:16:46.772447353Z [27/Jun/2026 16:16:46] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1160
simulator-1          | 2026-06-27T16:16:46.778809159Z [27/Jun/2026 16:16:46] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1305
migrate-1            | 2026-06-27T16:10:27.063489736Z CREATE TABLE
rabbitmq-1           | 2026-06-27T16:04:13.626230578Z [38;5;214m2026-06-27 16:04:13.625528+00:00 [warning] <0.737.0>     "deprecated_features.permit.management_metrics_collection = true"[0m
migrate-1            | 2026-06-27T16:10:27.087778215Z CREATE TABLE
migrate-1            | 2026-06-27T16:10:27.112842616Z CREATE TABLE
migrate-1            | 2026-06-27T16:10:27.148699678Z CREATE TABLE
rabbitmq-1           | 2026-06-27T16:04:13.626233235Z [38;5;214m2026-06-27 16:04:13.625528+00:00 [warning] <0.737.0> To test RabbitMQ as if the feature was removed, set this in your configuration:[0m
rabbitmq-1           | 2026-06-27T16:04:13.626235969Z [38;5;214m2026-06-27 16:04:13.625528+00:00 [warning] <0.737.0>     "deprecated_features.permit.management_metrics_collection = false"[0m
rabbitmq-1           | 2026-06-27T16:04:18.417178327Z 2026-06-27 16:04:18.416452+00:00 [info] <0.774.0> Management plugin: HTTP (non-TLS) listener started on port 15672[0m
rabbitmq-1           | 2026-06-27T16:04:18.417311060Z 2026-06-27 16:04:18.416640+00:00 [info] <0.804.0> Statistics database started.[0m
rabbitmq-1           | 2026-06-27T16:04:18.417322174Z 2026-06-27 16:04:18.417155+00:00 [info] <0.803.0> Starting worker pool 'management_worker_pool' with 3 processes in it[0m
rabbitmq-1           | 2026-06-27T16:04:18.428420897Z 2026-06-27 16:04:18.428096+00:00 [info] <0.824.0> Prometheus metrics: HTTP (non-TLS) listener started on port 15692[0m
rabbitmq-1           | 2026-06-27T16:04:18.428511520Z 2026-06-27 16:04:18.428267+00:00 [info] <0.708.0> Ready to start client connection listeners[0m
rabbitmq-1           | 2026-06-27T16:04:18.430705866Z 2026-06-27 16:04:18.429550+00:00 [info] <0.868.0> started TCP listener on [::]:5672[0m
simulator-1          | 2026-06-27T16:16:46.956350225Z [27/Jun/2026 16:16:46] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
rabbitmq-1           | 2026-06-27T16:04:18.535366980Z  completed with 5 plugins.
rabbitmq-1           | 2026-06-27T16:04:18.535390816Z 2026-06-27 16:04:18.535030+00:00 [info] <0.708.0> Server startup complete; 5 plugins started.[0m
migrate-1            | 2026-06-27T16:10:27.174654700Z CREATE TABLE
migrate-1            | 2026-06-27T16:10:27.175260115Z psql:distributed-backend/src/trade-settlement/migrations/0001_settlement_schema.sql:149: NOTICE:  constraint "idempotency_record_result_batch_fk" of relation "idempotency_record" does not exist, skipping
simulator-1          | 2026-06-27T16:16:46.997242714Z [27/Jun/2026 16:16:46] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
simulator-1          | 2026-06-27T16:16:47.167216976Z [27/Jun/2026 16:16:47] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:16:47.183009319Z [27/Jun/2026 16:16:47] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:16:47.221680112Z [27/Jun/2026 16:16:47] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
simulator-1          | 2026-06-27T16:16:47.317118511Z [27/Jun/2026 16:16:47] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1233
simulator-1          | 2026-06-27T16:16:47.520408239Z [27/Jun/2026 16:16:47] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:16:47.562757169Z [27/Jun/2026 16:16:47] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
rabbitmq-1           | 2026-06-27T16:04:18.535393194Z 2026-06-27 16:04:18.535030+00:00 [info] <0.708.0>  * rabbitmq_prometheus[0m
simulator-1          | 2026-06-27T16:16:47.642644740Z [27/Jun/2026 16:16:47] "POST /api/gui/buttons/3/press/ HTTP/1.1" 202 859
simulator-1          | 2026-06-27T16:16:47.860055998Z [27/Jun/2026 16:16:47] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
migrate-1            | 2026-06-27T16:10:27.179741109Z ALTER TABLE
migrate-1            | 2026-06-27T16:10:27.186075390Z ALTER TABLE
migrate-1            | 2026-06-27T16:10:27.219352141Z CREATE TABLE
migrate-1            | 2026-06-27T16:10:27.219653186Z psql:distributed-backend/src/trade-settlement/migrations/0001_settlement_schema.sql:173: NOTICE:  column "step_output" of relation "settlement_step" already exists, skipping
migrate-1            | 2026-06-27T16:10:27.224761119Z ALTER TABLE
rabbitmq-1           | 2026-06-27T16:04:18.535394552Z 2026-06-27 16:04:18.535030+00:00 [info] <0.708.0>  * rabbitmq_federation[0m
simulator-1          | 2026-06-27T16:16:47.896248411Z [27/Jun/2026 16:16:47] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
migrate-1            | 2026-06-27T16:10:27.249015701Z CREATE TABLE
simulator-1          | 2026-06-27T16:16:47.998668272Z [27/Jun/2026 16:16:47] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1233
rabbitmq-1           | 2026-06-27T16:04:18.535395877Z 2026-06-27 16:04:18.535030+00:00 [info] <0.708.0>  * rabbitmq_management[0m
simulator-1          | 2026-06-27T16:16:48.161001905Z [27/Jun/2026 16:16:48] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
rabbitmq-1           | 2026-06-27T16:04:18.535397130Z 2026-06-27 16:04:18.535030+00:00 [info] <0.708.0>  * rabbitmq_management_agent[0m
rabbitmq-1           | 2026-06-27T16:04:18.535398435Z 2026-06-27 16:04:18.535030+00:00 [info] <0.708.0>  * rabbitmq_web_dispatch[0m
rabbitmq-1           | 2026-06-27T16:04:18.647843993Z 2026-06-27 16:04:18.647420+00:00 [info] <0.9.0> Time to start RabbitMQ: 17366 ms[0m
rabbitmq-1           | 2026-06-27T16:04:25.849443252Z 2026-06-27 16:04:25.849016+00:00 [info] <0.875.0> accepting AMQP connection <0.875.0> (172.20.0.6:38176 -> 172.20.0.3:5672)[0m
rabbitmq-1           | 2026-06-27T16:04:25.852385384Z 2026-06-27 16:04:25.851811+00:00 [info] <0.875.0> connection <0.875.0> (172.20.0.6:38176 -> 172.20.0.3:5672): user 'eve_trade' authenticated and granted access to vhost '/'[0m
rabbitmq-1           | 2026-06-27T16:04:25.885252859Z [38;5;87m2026-06-27 16:04:25.884768+00:00 [notice] <0.893.0> queue 'eve.trade.settlement.dead' in vhost '/': candidate -> leader in term: 1 machine version: 3[0m
rabbitmq-1           | 2026-06-27T16:04:25.885506761Z 2026-06-27 16:04:25.885105+00:00 [info] <0.885.0> ra: started cluster %2F_eve.trade.settlement.dead with 1 servers[0m
rabbitmq-1           | 2026-06-27T16:04:25.885519030Z 2026-06-27 16:04:25.885105+00:00 [info] <0.885.0> 0 servers failed to start: [][0m
rabbitmq-1           | 2026-06-27T16:04:25.885521281Z 2026-06-27 16:04:25.885105+00:00 [info] <0.885.0> Leader: {'%2F_eve.trade.settlement.dead',rabbit@cbed70e1a17b}[0m
rabbitmq-1           | 2026-06-27T16:04:25.915808654Z [38;5;87m2026-06-27 16:04:25.914942+00:00 [notice] <0.901.0> queue 'eve.trade.settlement.commands' in vhost '/': candidate -> leader in term: 1 machine version: 3[0m
rabbitmq-1           | 2026-06-27T16:04:25.916156042Z 2026-06-27 16:04:25.915139+00:00 [info] <0.885.0> ra: started cluster %2F_eve.trade.settlement.commands with 1 servers[0m
rabbitmq-1           | 2026-06-27T16:04:25.916167581Z 2026-06-27 16:04:25.915139+00:00 [info] <0.885.0> 0 servers failed to start: [][0m
rabbitmq-1           | 2026-06-27T16:04:25.916169413Z 2026-06-27 16:04:25.915139+00:00 [info] <0.885.0> Leader: {'%2F_eve.trade.settlement.commands',rabbit@cbed70e1a17b}[0m
rabbitmq-1           | 2026-06-27T16:04:28.019934077Z 2026-06-27 16:04:28.019334+00:00 [info] <0.907.0> accepting AMQP connection <0.907.0> (172.20.0.7:55604 -> 172.20.0.3:5672)[0m
rabbitmq-1           | 2026-06-27T16:04:28.022964938Z 2026-06-27 16:04:28.022592+00:00 [info] <0.907.0> connection <0.907.0> (172.20.0.7:55604 -> 172.20.0.3:5672): user 'eve_trade' authenticated and granted access to vhost '/'[0m
simulator-1          | 2026-06-27T16:16:48.194609403Z [27/Jun/2026 16:16:48] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
simulator-1          | 2026-06-27T16:16:48.283234700Z [27/Jun/2026 16:16:48] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1233
rabbitmq-1           | 2026-06-27T16:10:29.414225708Z [38;5;214m2026-06-27 16:10:29.409351+00:00 [warning] <0.875.0> closing AMQP connection <0.875.0> (172.20.0.6:38176 -> 172.20.0.3:5672, vhost: '/', user: 'eve_trade'):[0m
simulator-1          | 2026-06-27T16:16:48.437281995Z [27/Jun/2026 16:16:48] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
rabbitmq-1           | 2026-06-27T16:10:29.414816064Z [38;5;214m2026-06-27 16:10:29.409351+00:00 [warning] <0.875.0> client unexpectedly closed TCP connection[0m
simulator-1          | 2026-06-27T16:16:48.472484035Z [27/Jun/2026 16:16:48] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
rabbitmq-1           | 2026-06-27T16:10:30.019116225Z 2026-06-27 16:10:30.018333+00:00 [info] <0.907.0> closing AMQP connection <0.907.0> (172.20.0.7:55604 -> 172.20.0.3:5672, vhost: '/', user: 'eve_trade')[0m
simulator-1          | 2026-06-27T16:16:48.519827234Z [27/Jun/2026 16:16:48] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1233
rabbitmq-1           | 2026-06-27T16:10:36.399387787Z 2026-06-27 16:10:36.398905+00:00 [info] <0.1251.0> accepting AMQP connection <0.1251.0> (172.20.0.6:56048 -> 172.20.0.3:5672)[0m
simulator-1          | 2026-06-27T16:16:48.675190755Z [27/Jun/2026 16:16:48] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:16:48.707819554Z [27/Jun/2026 16:16:48] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
rabbitmq-1           | 2026-06-27T16:10:36.404556134Z 2026-06-27 16:10:36.404159+00:00 [info] <0.1251.0> connection <0.1251.0> (172.20.0.6:56048 -> 172.20.0.3:5672): user 'eve_trade' authenticated and granted access to vhost '/'[0m
rabbitmq-1           | 2026-06-27T16:10:39.197183635Z 2026-06-27 16:10:39.196490+00:00 [info] <0.1268.0> accepting AMQP connection <0.1268.0> (172.20.0.7:47554 -> 172.20.0.3:5672)[0m
rabbitmq-1           | 2026-06-27T16:10:39.204003657Z 2026-06-27 16:10:39.202531+00:00 [info] <0.1268.0> connection <0.1268.0> (172.20.0.7:47554 -> 172.20.0.3:5672): user 'eve_trade' authenticated and granted access to vhost '/'[0m
migrate-1            | 2026-06-27T16:10:27.272249552Z CREATE TABLE
simulator-1          | 2026-06-27T16:16:48.788538378Z [27/Jun/2026 16:16:48] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1233
migrate-1            | 2026-06-27T16:10:27.297623267Z CREATE TABLE
simulator-1          | 2026-06-27T16:16:48.924937556Z [27/Jun/2026 16:16:48] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
migrate-1            | 2026-06-27T16:10:27.324313511Z CREATE TABLE
migrate-1            | 2026-06-27T16:10:27.345282700Z CREATE TABLE
simulator-1          | 2026-06-27T16:16:48.961109679Z [27/Jun/2026 16:16:48] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
simulator-1          | 2026-06-27T16:16:49.046478188Z [27/Jun/2026 16:16:49] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1233
rabbitmq-1           | 2026-06-27T16:15:49.239577316Z [38;5;214m2026-06-27 16:15:49.228283+00:00 [warning] <0.1251.0> closing AMQP connection <0.1251.0> (172.20.0.6:56048 -> 172.20.0.3:5672, vhost: '/', user: 'eve_trade'):[0m
rabbitmq-1           | 2026-06-27T16:15:49.239952664Z [38;5;214m2026-06-27 16:15:49.228283+00:00 [warning] <0.1251.0> client unexpectedly closed TCP connection[0m
rabbitmq-1           | 2026-06-27T16:15:50.433967805Z 2026-06-27 16:15:50.433045+00:00 [info] <0.1268.0> closing AMQP connection <0.1268.0> (172.20.0.7:47554 -> 172.20.0.3:5672, vhost: '/', user: 'eve_trade')[0m
simulator-1          | 2026-06-27T16:16:49.198150150Z [27/Jun/2026 16:16:49] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
migrate-1            | 2026-06-27T16:10:27.370228782Z CREATE TABLE
simulator-1          | 2026-06-27T16:16:49.229202023Z [27/Jun/2026 16:16:49] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
simulator-1          | 2026-06-27T16:16:49.290786500Z [27/Jun/2026 16:16:49] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:16:49.314481367Z [27/Jun/2026 16:16:49] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1233
simulator-1          | 2026-06-27T16:16:49.463475819Z [27/Jun/2026 16:16:49] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:16:49.491974570Z [27/Jun/2026 16:16:49] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
simulator-1          | 2026-06-27T16:16:49.633724890Z [27/Jun/2026 16:16:49] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:16:49.666724065Z [27/Jun/2026 16:16:49] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
simulator-1          | 2026-06-27T16:16:49.746616651Z [27/Jun/2026 16:16:49] "POST /api/gui/buttons/3/press/ HTTP/1.1" 202 859
migrate-1            | 2026-06-27T16:10:27.395875836Z CREATE TABLE
simulator-1          | 2026-06-27T16:16:49.940387824Z [27/Jun/2026 16:16:49] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
migrate-1            | 2026-06-27T16:10:27.403675852Z CREATE FUNCTION
simulator-1          | 2026-06-27T16:16:49.957930013Z [27/Jun/2026 16:16:49] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1055
rabbitmq-1           | 2026-06-27T16:16:01.484980873Z 2026-06-27 16:16:01.481967+00:00 [info] <0.1551.0> accepting AMQP connection <0.1551.0> (172.20.0.6:35574 -> 172.20.0.3:5672)[0m
migrate-1            | 2026-06-27T16:10:27.407816604Z ALTER TABLE
rabbitmq-1           | 2026-06-27T16:16:01.504115658Z 2026-06-27 16:16:01.502950+00:00 [info] <0.1551.0> connection <0.1551.0> (172.20.0.6:35574 -> 172.20.0.3:5672): user 'eve_trade' authenticated and granted access to vhost '/'[0m
rabbitmq-1           | 2026-06-27T16:16:04.342041586Z 2026-06-27 16:16:04.341034+00:00 [info] <0.1566.0> accepting AMQP connection <0.1566.0> (172.20.0.7:56730 -> 172.20.0.3:5672)[0m
rabbitmq-1           | 2026-06-27T16:16:04.346629516Z 2026-06-27 16:16:04.346265+00:00 [info] <0.1566.0> connection <0.1566.0> (172.20.0.7:56730 -> 172.20.0.3:5672): user 'eve_trade' authenticated and granted access to vhost '/'[0m
rabbitmq-1           | 2026-06-28T03:36:00.855652082Z 2026-06-28 03:36:00.844535+00:00 [notice] <0.44.0> Application syslog exited with reason: stopped
migrate-1            | 2026-06-27T16:10:27.413512174Z ALTER TABLE
rabbitmq-1           | 2026-06-28T03:36:00.856480026Z 2026-06-28 03:36:00.855356+00:00 [notice] <0.254.0> Logging: switching to configured handler(s); following messages may not be visible in this log output
rabbitmq-1           | 2026-06-28T03:36:00.856495288Z [38;5;87m2026-06-28 03:36:00.856229+00:00 [notice] <0.254.0> Logging: configured log handlers are now ACTIVE[0m
rabbitmq-1           | 2026-06-28T03:36:00.874957695Z 2026-06-28 03:36:00.874226+00:00 [info] <0.254.0> ra: starting system quorum_queues[0m
rabbitmq-1           | 2026-06-28T03:36:00.875068905Z 2026-06-28 03:36:00.874459+00:00 [info] <0.254.0> starting Ra system: quorum_queues in directory: /var/lib/rabbitmq/mnesia/rabbit@cbed70e1a17b/quorum/rabbit@cbed70e1a17b[0m
simulator-1          | 2026-06-27T16:16:50.143185979Z [27/Jun/2026 16:16:50] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:16:50.180177230Z [27/Jun/2026 16:16:50] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
simulator-1          | 2026-06-27T16:16:50.199085857Z [27/Jun/2026 16:16:50] "POST /api/gui/buttons/3/press/ HTTP/1.1" 202 817
rabbitmq-1           | 2026-06-28T03:36:00.997330657Z 2026-06-28 03:36:00.996619+00:00 [info] <0.270.0> ra system 'quorum_queues' running pre init for 2 registered servers[0m
rabbitmq-1           | 2026-06-28T03:36:01.035997416Z 2026-06-28 03:36:01.035504+00:00 [info] <0.271.0> ra: meta data store initialised for system quorum_queues. 2 record(s) recovered[0m
rabbitmq-1           | 2026-06-28T03:36:01.058604114Z [38;5;87m2026-06-28 03:36:01.057839+00:00 [notice] <0.276.0> WAL: ra_log_wal init, open tbls: ra_log_open_mem_tables, closed tbls: ra_log_closed_mem_tables[0m
rabbitmq-1           | 2026-06-28T03:36:01.117916915Z 2026-06-28 03:36:01.117211+00:00 [info] <0.254.0> ra: starting system coordination[0m
rabbitmq-1           | 2026-06-28T03:36:01.118002325Z 2026-06-28 03:36:01.117292+00:00 [info] <0.254.0> starting Ra system: coordination in directory: /var/lib/rabbitmq/mnesia/rabbit@cbed70e1a17b/coordination/rabbit@cbed70e1a17b[0m
rabbitmq-1           | 2026-06-28T03:36:01.120369161Z 2026-06-28 03:36:01.120038+00:00 [info] <0.286.0> ra system 'coordination' running pre init for 1 registered servers[0m
rabbitmq-1           | 2026-06-28T03:36:01.122887037Z 2026-06-28 03:36:01.122432+00:00 [info] <0.287.0> ra: meta data store initialised for system coordination. 1 record(s) recovered[0m
migrate-1            | 2026-06-27T16:10:27.418750675Z ALTER TABLE
rabbitmq-1           | 2026-06-28T03:36:01.123071388Z [38;5;87m2026-06-28 03:36:01.122688+00:00 [notice] <0.292.0> WAL: ra_coordination_log_wal init, open tbls: ra_coordination_log_open_mem_tables, closed tbls: ra_coordination_log_closed_mem_tables[0m
migrate-1            | 2026-06-27T16:10:27.425523556Z ALTER TABLE
rabbitmq-1           | 2026-06-28T03:36:01.128907280Z 2026-06-28 03:36:01.128471+00:00 [info] <0.254.0> ra: starting system coordination[0m
rabbitmq-1           | 2026-06-28T03:36:01.129046801Z 2026-06-28 03:36:01.128545+00:00 [info] <0.254.0> starting Ra system: coordination in directory: /var/lib/rabbitmq/mnesia/rabbit@cbed70e1a17b/coordination/rabbit@cbed70e1a17b[0m
migrate-1            | 2026-06-27T16:10:27.430835319Z ALTER TABLE
rabbitmq-1           | 2026-06-28T03:36:01.239012465Z 2026-06-28 03:36:01.238661+00:00 [info] <0.254.0> Waiting for Khepri leader for 30000 ms, 9 retries left[0m
rabbitmq-1           | 2026-06-28T03:36:01.268678866Z 2026-06-28 03:36:01.268346+00:00 [info] <0.254.0> Khepri leader elected[0m
rabbitmq-1           | 2026-06-28T03:36:01.268815046Z 2026-06-28 03:36:01.268456+00:00 [info] <0.254.0> Waiting for Khepri projections for 30000 ms, 9 retries left[0m
rabbitmq-1           | 2026-06-28T03:36:01.448451878Z [38;5;87m2026-06-28 03:36:01.448080+00:00 [notice] <0.297.0> RabbitMQ metadata store: candidate -> leader in term: 2 machine version: 1[0m
rabbitmq-1           | 2026-06-28T03:36:01.939610241Z 2026-06-28 03:36:01.939150+00:00 [info] <0.254.0> [0m
