simulator-1  | 2026-06-27T16:16:13.199530731Z Operations to perform:
simulator-1  | 2026-06-27T16:33:14.567271660Z [27/Jun/2026 16:33:14] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:33:16.662816132Z [27/Jun/2026 16:33:16] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:33:18.772450428Z [27/Jun/2026 16:33:18] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:33:20.907148089Z [27/Jun/2026 16:33:20] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:33:23.039529920Z [27/Jun/2026 16:33:23] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:33:25.180136766Z [27/Jun/2026 16:33:25] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:33:27.325633965Z [27/Jun/2026 16:33:27] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:33:29.443095458Z [27/Jun/2026 16:33:29] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:33:31.556899675Z [27/Jun/2026 16:33:31] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:33:33.663465553Z [27/Jun/2026 16:33:33] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:33:35.771572800Z [27/Jun/2026 16:33:35] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:33:37.900775621Z [27/Jun/2026 16:33:37] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:33:40.016379828Z [27/Jun/2026 16:33:40] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:33:42.130775452Z [27/Jun/2026 16:33:42] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:33:44.272832880Z [27/Jun/2026 16:33:44] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:33:46.432523978Z [27/Jun/2026 16:33:46] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:33:48.648104239Z [27/Jun/2026 16:33:48] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:33:51.003405812Z [27/Jun/2026 16:33:51] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:33:53.146188280Z [27/Jun/2026 16:33:53] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:33:55.284069301Z [27/Jun/2026 16:33:55] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:33:57.392610215Z [27/Jun/2026 16:33:57] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:33:59.528513919Z [27/Jun/2026 16:33:59] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:01.662118822Z [27/Jun/2026 16:34:01] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:03.791927918Z [27/Jun/2026 16:34:03] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:05.933750293Z [27/Jun/2026 16:34:05] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:08.077183946Z [27/Jun/2026 16:34:08] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:10.239782365Z [27/Jun/2026 16:34:10] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:12.363121271Z [27/Jun/2026 16:34:12] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:14.472343359Z [27/Jun/2026 16:34:14] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:16.599291558Z [27/Jun/2026 16:34:16] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:18.711560871Z [27/Jun/2026 16:34:18] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:20.842327690Z [27/Jun/2026 16:34:20] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:22.973215822Z [27/Jun/2026 16:34:22] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:25.135474720Z [27/Jun/2026 16:34:25] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:27.245830219Z [27/Jun/2026 16:34:27] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:29.360528201Z [27/Jun/2026 16:34:29] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:31.503559197Z [27/Jun/2026 16:34:31] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:33.607094602Z [27/Jun/2026 16:34:33] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:35.733107174Z [27/Jun/2026 16:34:35] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:37.875904685Z [27/Jun/2026 16:34:37] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:40.024095123Z [27/Jun/2026 16:34:40] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:42.154831330Z [27/Jun/2026 16:34:42] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:44.275682562Z [27/Jun/2026 16:34:44] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:46.395663131Z [27/Jun/2026 16:34:46] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:48.533168734Z [27/Jun/2026 16:34:48] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:50.679291930Z [27/Jun/2026 16:34:50] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:52.806452289Z [27/Jun/2026 16:34:52] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:54.939149495Z [27/Jun/2026 16:34:54] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:57.086473902Z [27/Jun/2026 16:34:57] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:34:59.220236889Z [27/Jun/2026 16:34:59] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:01.336093170Z [27/Jun/2026 16:35:01] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:03.457475746Z [27/Jun/2026 16:35:03] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:05.573869750Z [27/Jun/2026 16:35:05] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:07.708878032Z [27/Jun/2026 16:35:07] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:09.837003910Z [27/Jun/2026 16:35:09] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:11.956024745Z [27/Jun/2026 16:35:11] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:14.111393272Z [27/Jun/2026 16:35:14] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:16.257071544Z [27/Jun/2026 16:35:16] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:18.396051841Z [27/Jun/2026 16:35:18] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:20.499927114Z [27/Jun/2026 16:35:20] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:22.619205340Z [27/Jun/2026 16:35:22] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:24.755704918Z [27/Jun/2026 16:35:24] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:26.880737910Z [27/Jun/2026 16:35:26] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:29.002875702Z [27/Jun/2026 16:35:29] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:31.124113753Z [27/Jun/2026 16:35:31] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:33.267618164Z [27/Jun/2026 16:35:33] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:35.409787773Z [27/Jun/2026 16:35:35] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:37.536165729Z [27/Jun/2026 16:35:37] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:39.636151878Z [27/Jun/2026 16:35:39] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:41.757060250Z [27/Jun/2026 16:35:41] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:43.874719127Z [27/Jun/2026 16:35:43] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:45.998128903Z [27/Jun/2026 16:35:45] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:48.106997446Z [27/Jun/2026 16:35:48] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:50.238532924Z [27/Jun/2026 16:35:50] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:52.384310147Z [27/Jun/2026 16:35:52] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:54.518123853Z [27/Jun/2026 16:35:54] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:56.640054781Z [27/Jun/2026 16:35:56] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:35:58.755998339Z [27/Jun/2026 16:35:58] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:00.875762798Z [27/Jun/2026 16:36:00] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:02.978006766Z [27/Jun/2026 16:36:02] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:05.109806582Z [27/Jun/2026 16:36:05] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:07.256550891Z [27/Jun/2026 16:36:07] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:09.388492500Z [27/Jun/2026 16:36:09] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:11.560066272Z [27/Jun/2026 16:36:11] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:13.699509064Z [27/Jun/2026 16:36:13] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:15.813419019Z [27/Jun/2026 16:36:15] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:17.953840359Z [27/Jun/2026 16:36:17] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:20.098566982Z [27/Jun/2026 16:36:20] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:22.220944047Z [27/Jun/2026 16:36:22] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:24.356158051Z [27/Jun/2026 16:36:24] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:26.475013169Z [27/Jun/2026 16:36:26] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:28.636583069Z [27/Jun/2026 16:36:28] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:30.808871245Z [27/Jun/2026 16:36:30] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:32.968281756Z [27/Jun/2026 16:36:32] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:35.084813416Z [27/Jun/2026 16:36:35] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:37.224766177Z [27/Jun/2026 16:36:37] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:39.331237966Z [27/Jun/2026 16:36:39] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:41.451285835Z [27/Jun/2026 16:36:41] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:43.608966250Z [27/Jun/2026 16:36:43] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:45.736028354Z [27/Jun/2026 16:36:45] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:47.849815924Z [27/Jun/2026 16:36:47] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:49.980615851Z [27/Jun/2026 16:36:49] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:52.132655540Z [27/Jun/2026 16:36:52] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:54.278701262Z [27/Jun/2026 16:36:54] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:56.383446179Z [27/Jun/2026 16:36:56] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:36:58.497152378Z [27/Jun/2026 16:36:58] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:00.622622927Z [27/Jun/2026 16:37:00] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:02.758929515Z [27/Jun/2026 16:37:02] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:04.874796862Z [27/Jun/2026 16:37:04] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:06.984055798Z [27/Jun/2026 16:37:06] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:09.110044946Z [27/Jun/2026 16:37:09] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:11.248814415Z [27/Jun/2026 16:37:11] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:13.395429784Z [27/Jun/2026 16:37:13] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:15.526107758Z [27/Jun/2026 16:37:15] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:17.663806801Z [27/Jun/2026 16:37:17] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:19.773178505Z [27/Jun/2026 16:37:19] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:21.900592065Z [27/Jun/2026 16:37:21] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:24.030476584Z [27/Jun/2026 16:37:24] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:26.135288616Z [27/Jun/2026 16:37:26] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:28.271004914Z [27/Jun/2026 16:37:28] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:30.398011181Z [27/Jun/2026 16:37:30] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:32.521703954Z [27/Jun/2026 16:37:32] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:34.724215808Z [27/Jun/2026 16:37:34] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:36.863204697Z [27/Jun/2026 16:37:36] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:38.975129806Z [27/Jun/2026 16:37:38] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:41.086375734Z [27/Jun/2026 16:37:41] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:43.220990047Z [27/Jun/2026 16:37:43] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:45.348665851Z [27/Jun/2026 16:37:45] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:47.463194585Z [27/Jun/2026 16:37:47] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:49.632727315Z [27/Jun/2026 16:37:49] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:51.780526454Z [27/Jun/2026 16:37:51] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:53.904324342Z [27/Jun/2026 16:37:53] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:56.025136273Z [27/Jun/2026 16:37:56] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:37:58.143626430Z [27/Jun/2026 16:37:58] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:00.285422999Z [27/Jun/2026 16:38:00] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:02.435030229Z [27/Jun/2026 16:38:02] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:04.551250884Z [27/Jun/2026 16:38:04] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:06.716488924Z [27/Jun/2026 16:38:06] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:08.863542863Z [27/Jun/2026 16:38:08] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:10.992890087Z [27/Jun/2026 16:38:10] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:13.106764083Z [27/Jun/2026 16:38:13] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:15.233225528Z [27/Jun/2026 16:38:15] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:17.349294207Z [27/Jun/2026 16:38:17] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:19.470225855Z [27/Jun/2026 16:38:19] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:21.597276221Z [27/Jun/2026 16:38:21] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:23.743297899Z [27/Jun/2026 16:38:23] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:25.877489646Z [27/Jun/2026 16:38:25] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:27.993335881Z [27/Jun/2026 16:38:27] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:30.116676696Z [27/Jun/2026 16:38:30] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:32.257550057Z [27/Jun/2026 16:38:32] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:34.363144109Z [27/Jun/2026 16:38:34] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:36.471147909Z [27/Jun/2026 16:38:36] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:38.606496964Z [27/Jun/2026 16:38:38] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:40.768811220Z [27/Jun/2026 16:38:40] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:42.886210309Z [27/Jun/2026 16:38:42] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:45.039379293Z [27/Jun/2026 16:38:45] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:47.151528864Z [27/Jun/2026 16:38:47] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:49.298165952Z [27/Jun/2026 16:38:49] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:51.424324402Z [27/Jun/2026 16:38:51] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:53.548391909Z [27/Jun/2026 16:38:53] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:55.664964784Z [27/Jun/2026 16:38:55] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:38:57.829921453Z [27/Jun/2026 16:38:57] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:00.004230012Z [27/Jun/2026 16:39:00] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:02.113734877Z [27/Jun/2026 16:39:02] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:04.271042520Z [27/Jun/2026 16:39:04] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:06.455082380Z [27/Jun/2026 16:39:06] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:08.583144427Z [27/Jun/2026 16:39:08] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:10.720714324Z [27/Jun/2026 16:39:10] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:12.865212821Z [27/Jun/2026 16:39:12] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:15.032299388Z [27/Jun/2026 16:39:15] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:17.164983479Z [27/Jun/2026 16:39:17] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:19.754716804Z [27/Jun/2026 16:39:19] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:21.868170739Z [27/Jun/2026 16:39:21] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:24.046603248Z [27/Jun/2026 16:39:24] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:26.185344304Z [27/Jun/2026 16:39:26] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:28.317635896Z [27/Jun/2026 16:39:28] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:30.463344561Z [27/Jun/2026 16:39:30] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:32.607042474Z [27/Jun/2026 16:39:32] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:34.741321888Z [27/Jun/2026 16:39:34] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:36.850122197Z [27/Jun/2026 16:39:36] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:38.973462398Z [27/Jun/2026 16:39:38] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:41.114686109Z [27/Jun/2026 16:39:41] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:43.251569134Z [27/Jun/2026 16:39:43] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:45.394436720Z [27/Jun/2026 16:39:45] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:47.567102707Z [27/Jun/2026 16:39:47] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:49.692735002Z [27/Jun/2026 16:39:49] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:51.792531687Z [27/Jun/2026 16:39:51] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:53.929543341Z [27/Jun/2026 16:39:53] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:56.060046936Z [27/Jun/2026 16:39:56] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:39:58.169703467Z [27/Jun/2026 16:39:58] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:40:00.303736732Z [27/Jun/2026 16:40:00] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:40:02.437046653Z [27/Jun/2026 16:40:02] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:40:04.627296726Z [27/Jun/2026 16:40:04] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:40:06.775428991Z [27/Jun/2026 16:40:06] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:40:08.921201107Z [27/Jun/2026 16:40:08] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:40:11.030609520Z [27/Jun/2026 16:40:11] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
